LABEL,JOB\NOT JOB
"בגיל 15: הייתי בחטיבה, ובגלל שגדלתי בסביבה אלימה התחלתי להתאמן.
הסביבה שלי: ""יפה! אבל חכה שתיגש לבגרויות ולא יהיה לך זמן לזה"".

בגיל 16: עליתי לתיכון והמשכתי להתאמן.
הסביבה שלי: ""יפה! אבל אתה עוד צעיר, חכה בצבא לא יהיה לך זמן לכלום"".

בגיל 18: התגייסתי לקרבי והמשכתי להתאמן בשעת ת""ש על חשבון זמן שיחות עם הבית.
הסביבה שלי: ""בסדר זה לא חוכמה, חכה באוניברסיטה לא יהיה לך זמן לנשום!""

בגיל 21: ""התחלתי תואר', המשכתי להתאמן"".
הסביבה שלי: ""בסדר אתה סך הכל סטודנט, חכה שתהיה לך משרה מלאה ואז נראה אם זה יחזיק"".

בגיל 25: התגייסתי למשטרה והמשכתי להתאמן אחרי כל משמרת.
הסביבה שלי: בסדר כל מה שיש לך זו עבודה, חכה בגיל 30 כבר לא יהיה לך כוח לזה"".

בגיל 30: נשוי, בתפקיד ניהולי, מסיים תואר שני ועדיין מקפיד להתאמן 4-5 פעמים בשבוע.
הסביבה שלי: ""בסדר חכה שיהיו לך ילדים, אז הכל משתנה"".

בגיל 32: נשוי, תפקיד ניהולי+עסק ועם ילד ראשון, אני שם אותו על המנשא ועושה איתו מתח בחוץ כמעט כל יום.
הסביבה שלי: ""בסדר נראה אותך גיבור גדול כשיהיו לך עוד ילדים"".


בקיצור, אני עדיין מחכה שהחיים יכפו עליי להפסיק להתאמן, זה יקרה בילד החמישי או השישי? 

כי משום מה, יש לי תחושה שאנשים תמיד ירצו להכניס אתכם לצרת הרבים על מנת שתהיה להם חצי נחמה.

אל תתנו להם.",0
"אתמול עשיתי חיסון נגד פפילומה!למה אני משתפת את זה בלינקדאין?כי זה חלק ממסע היציאה שלי מהחברה החרדית.המסע הזה הוא ארוך ומפותל ואולי אינסופי, אבל אחד הדברים הכי חשובים במסע הזה - הוא השלמת פערים.ואוהו יש פערים.כחלק מהמסע הזה קניתי מכנסיים ולא זרקתי את כל החצאיות, עשיתי קעקועים כי הגוף שלי שלי, התגייסתי לצבא ועשיתי שירות משמעותי, שיפרתי את ממוצע הבגרות שלי שלא היה מספיק גבוה עבור מה שרציתי ללמוד, ועכשיו אני מסמנת עוד וי ברשימה הדמיונית (או הלא כל כך דמיונית, שבאמת יש לי באפליקציית הפתקים בטלפון).למדתי בבית ספר בית יעקב, שם לא קיבלתי חיסון נגד פפילומה. יש כמובן בתי ספר חרדיים שבהם כן מחסנים נגד פפילומה, אבל למיטב ידיעתי זה לא נפוץ במיוחד.למי שלא מכיר או מכירה, זה חיסון שמגן מפני נגיף שעלול לגרום לסוגי סרטן שונים, ועובר בעיקר ביחסי מין.בחברה החרדית יש קו מחשבה שמרני שנמנע מעיסוק מפורש במיניות. אין חינוך למיניות בריאה, ושיח על מוגנות כמעט לא קיים (בשנים האחרונות זה משתנה לאט לאט).בתוך המציאות הזאת, חיסון נגד פפילומה לא מקובל ברוב בתי הספר החרדיים.בקיצור, את החיסון שרוב הילדים בישראל מקבלים בבית הספר, אני קיבלתי בגיל 21.וזה ציון דרך עבורי.",0
"אני לא מגייסת להייטק, ואני כנראה לא אציע לכם את השכר הכי גבוה שתשמעו.מה אני כן יכולה להציע לכם?יציבות.זה לא חדש שאנחנו עדים לגלי פיטורים מאסיביים בהמון חברות גדולות, אנשים שנותרים ללא עבודה, ללא יכולת לפרנס אותם ואת משפחתם. מעבר לפאן הפיננסי, אני לא יכולה להעלות בדעתי את הלחץ הנפשי שכרוך בזה.אם חשוב לכם מקום עבודה יציב, משכורת קבועה ובלי דאגות על הראש- אני מזמינה אתכם לשלוח אליי קורות חיים שלכם, של החברים שלכם, כל מי שאתם יודעים שכרגע מחפש עבודה.יש לנו המון משרות בכל רגע נתון, ותמיד נשמח להכיר אתכם.המייל שלי לשליחת קורות חיים: liri.sider@softwareag.comמאחלת לכולם המון בהצלחה בחיפוש! ",1
"מודל Gemini Flash של גוגל, שרץ על חומרת TPU, הוצג כשהוא מייצר בזמן אמת משחק מלא וניתן לשחק בסגנון Chrome Dino, עם כמעט 1,500 טוקנים בשנייה ותגובה ראשונה בתוך 293 מילישניות._הצטרפו לניוזלטר שלנו - הכל על חיפוש עבודה יעיל!https://lnkd.in/dN5UTdpa",0
"
*** מחשבות לסופ""ש - לא פוליטיקלי קורקט ***כולנו חווים לחצים כאלו ואחרים בעבודהלחץ הוא לפעמים מתח עבודה בריא, שגורם לנו להיות מרוכזים ואפילו אפקטיביים יותראבלכשהמטרות לא ריאליות מכל סיבה, שהיאוהדרך נעלמת במבוך, שאי אפשר להרים ממנו את הראשא.נשים הולכים לאיבודואני איבדתי חבר השבועבדיוק בגלל זה.וכן, זה מטלטל אותי ומשנה אותי ולא, הוא ממש לא היחיד.אני חטפתי פציאליס (שיתוק בחצי פנים) באמצע יום עבודהחבר טוב שלי מת באמצע ישיבה ממפרצתחבר אחר חטף אולקוס ואחר התקף לבוכולנו מאותה סיבה - לחץ לא סביר בעבודה.יש לנו אחריות חברים וחברותאחריות לא.נשים, שבאים לעבוד איתנו, שבחרו בנואחריות ישירה ואחריות עקיפהאחריות כמנהלים ואחריות כקולגות/לקוחות פנימייםאחריות לסביבת עבודה, שיש בה עומס הגיוני ואחריות להקשיב לא.נשים שעושים את העבודה היומיומית כי ברגע שאנחנו עסוקים בישיבות ומתרחקים מעבודת הכפיים אנחנו לפעמים מתקשים להתחבר ולהבין את העומס האמיתי, שמוטל על כתפי העובדים והעובדות שלנו, שלא לדבר על הלחץ הנפשי.תרדו לעם, תעבדו לכמה שעות עם העובדים שלכם, תקשיבו להם.ולכל מי, שעובד או מגייס היום חשוב מאד, שתזכרוהשוק לא ישתנה, המועמדים והמועמדות הם מוצר, שיש לו רצונות ומטיבציות משלו וההיצע רק מתרחק מהביקוש.אנחנו בעולם הגיוס מחוייבים לתהליך אבל אתם חייבים להקשיב ולהתאים את עצמכם למצב הריאלי של השוק אם אתם רוצים להצליח.אתמול שמעתי סיפור על חברת סטארט אפ שמתקשה לגייס מהנדסי תוכנה מנוסים (מי לא ?!)המנהלים חבר'ה צעירים מיחידות כאלו וכאלוהם לא מצליחים לגייס אנשים מהיחידה, הם לא מצליחים להחתים מועמדים, שמגיעים לישורת האחרונהואת מי הם מאשימים ? את המגייסת כמובן, שעובדת יומם וליל במכרה המועמדים כדי למצוא מועמד.ת, שיסכימו לעבוד איתם.מאז ומתמיד ידעתי, שאם לקוח (מועמד/מנהל/מנהלת) מתייחס אלי בצורה מזלזלת, זה יבוא לידי ביטוי גם במופעים אחרים בעבודה ומול הצוות.אין לי שום הערכה לא.נשים וודאי לא מנהלים ומנהלות, שהיחס שלהם לא.נשים הוא תלוי דרגה ותפקיד.המורה שלי לאנגלית בתיכון תמיד אמר""חשוב לי, שתדברו אנגליתאבל עוד יותר חשוב לי, שתהיו בני אדם""תהיו בני אדם ותקשיבו לא.נשים, שעובדים אתכם. זה כל מה, שנשאר לנו.#HR#MANAGER#RECRUITING",0
"העמדה מוכנה והסוואג מחכה ✨אנחנו ממשיכים לגדול ומגייסים ב-Echo א.נשים שאוהבים לבנות, לזוז מהר ולעבוד עם צוות שהוא חלום🪬לינק למשרות הפתוחות שלנו בתגובות👇🏽",1
"בואו נדבר על אילון מאסק.בתמונה הראשונה - מאסק ישן על הריצפה במשרד כדי להראות לעובדים שהוא שם איתם בכל שעה ודבר שהם צריכים.בתמונה השניה - שנת 2006, אילון מאסק בוחן בעצמו את החלקים של החללית השניה של ספייס איקס שהתרסקה. לחברה לא נותר כמעט כסף וזה היה מרחק של שיגור אחד מלהיות או לחדול, כמובן שהשאר היסטוריה.בתמונה השלישית - אילון מאסק חוגג יום הולדת לבדו במפעל של טסלה, כאשר הוא משמש כבעלים, מנכ״ל ומהנדס ראשי, מה שלימים הגדיר כאחת התקופות הקשוחות של חייו.הוא היה מולטי מיליונר כבר בשנות ה-20 שלו לאחר שני אקזיטים ולמרות כל זה לא נח על זרי הדפנה אלא פעל והתקדם אל עבר הדבר הבא.אז בפעם הבאה שמישהו יגיד לכם שלא צריך לעבוד קשה כדי להשיג ולהגיע למטרות שלכם, תראו לו את הפוסט הזה.",0
"השוק לא באמת צריך פחות עובדים (change my mind)כל יומיים יש כותרת חדשה על פיטורים בהייטק, וכולם כולל המנכ״לים מייחסים את זה ל-AI. קל מאוד להיכנס ללחץ ולחשוב שהמכונה הולכת לקחת לכולנו את העבודה (כולל את שלי). אבל אם תסתכלו על החברות שבאמת מצליחות היום, הן לא מפטרות, הן מקסימום מאטות בגיוס. אבל בסוף, הן לא משתמשות ב-AI בשביל להחליף את העובדים שלהן, הן משתמשות ב-AI כדי להעצים את העובדים ולעזור להם להיות פרודקטיביים עוד יותר. השוק לא באמת צריך פחות עובדים, הוא פשוט צריך אנשים שיודעים לעבוד עם הכלים החדשים האלה ולעשות את העבודה בצורה טובה יותר, מהירה יותר ובטוחה יותר.זה נכון למפתחות תוכנה ונכון לרדיולוגים. היתרון שלנו כבני אדם הוא לא בלהיות רובוטים שמבצעים משימות משעממות, אלא בראש הגדול, ביצירתיות וביכולת לפתור בעיות באמת מורכבות. אחרי הרבה שיחות והרבה ראיונות בתקופה האחרונה, אני יכול להגיד בביטחון גבוה שמי שמאמצים AI בצורה טובה ומסתגלים לתקופה הנוכחית מוצאים עבודה מהר מאוד ומצליחים להביא ערך בכל חברה. המפתח בעיניי הוא להסתכל על AI כעוזר אישי צמוד ולא כאויב. המשחק פשוט השתנה, וזה הזמן שלנו להשתנות איתו.",0
"רוב מחפשי העבודה עובדים בשיטה הבאה, ואז מתפלאים למה הם לא מוצאים עבודה:נכנסים ללינקדאין,  מגישים לעוד משרה,  משנים קצת את הקו״ח, כי אמרו להם שצריך, מחכים, מתבאסים וחוזרים על אותו הדבר שוב פעםלמה???הרי בשוק של היום זה פשוט לא מספיק..אם אתם בתהליך חיפוש עבודה, תעשו לעצמכם טובה ותתחילו לעבוד חכם יותר:1. תפסיקו לבנות רק על הגשות. הגשתם קו״ח? מעולה. עכשיו תבדקו מי עובד שם, מי המנהל המגייס, עם מי אפשר לפתוח שיחהנטוורקינג זה לא “שלום, אפשר רפרל?”, נטוורקינג זה לייצר שיחה, להבין מה קורה בחברה, להיכנס לרדאר של אנשים רלוונטיים (!!)2. תפסיקו להישמע כמו ChatGPT. מעסיקים רואים היום עשרות ומאות קורות חיים שנראים אותו דבר. אותם משפטים. אותן מילים. אותו “highly motivated”.מעסיקים בסך הכל מחפשים להבין מה באמת עשיתם, איפה היה האתגר, מה היה החלק שלכם, ואיך אתם חושבים (!!)3. תבנו נכסי הוכחה קטנים. לא תיק עבודות מפונפן, יותר כמו משהו שמראה איך אתם חושבים:קייס קצר, ניתוח, דוגמה לתהליך ששיפרתם, פוסט מקצועי, מסמך שמסביר איך הייתם ניגשים לבעיה בתחום שלכםבשוק כזה, להגיד “אני מתאים/ה” זה לא מספיק. צריך לעזור לצד השני לראות את זה.מי שממשיך לחפש עבודה כמו פעם, נשחק..מי שיודע לייצר שיחות, להראות עומק, ולהוכיח יכולת גם לפני הראיון,  מגדיל משמעותית את הסיכוי להיכנס לתהליכים.בהצלחה!",0
"כישרון מולד או עבודה קשה ?בקצרה: קיבלתי תעודת הצטיינות דיקן על שנת הלימודים הראשונה שלי בתואר בהנדסת תעשייה וניהול 👏🏻🏅התעודה הזו מסכמת שנה שלמה של עבודה קשה, תמרון בלתי פוסק בין עבודה ללימודים אינטנסיביים, של רגעים שבהם אולי היה קל יותר להוריד הילוך, ושל בחירה יומיומית לא להתפשר על המטרה: להיות הכי טובה שאני יכולה.אז מה בעצם מאפיין מצטיין דיקן ?זה ממש לא רק כישרון מולד או ציונים טובים.זו החתירה למטרה והחוסן המנטלי לא לוותר כשקשה, זה לדעת לנהל זמנים ולתעדף באכזריות את מה שחשוב, זה היכולת ללמוד במהירות דברים חדשים, להסיק מסקנות ולשמור על חשיבה ביקורתית, זה הדרייב הפנימי הזה שכנראה קיבלנו מאמא ואבא – רעב בלתי פוסק להצלחה, והצורך תמיד לתת את המקסימום בכל דבר שנעשה. 📈ובעיקר זה להצליח לנהל את הפרויקט הכי חשוב בחיים שלנו- העתיד.הטקס הזכיר לי לקחת רגע פשוט כדי להיות גאה בעצמי. מעבר לציונים להיות גאה בדרך, בהשקעה, ובעובדה שמוסר עבודה, עקשנות והתמדה באמת משתלמים. ולהזכיר לעצמי שמצוינות היא אף פעם לא יעד חד פעמי, אלא דרך חיים.אני גאה בעצמי ✨",0
"משחררים את צוואר הבקבוק במשרד. פתרונות האחסון של Dell Technologies גם ל-SMB, עכשיו עם סל הטבות מבית Wizards.המערכות הקריטיות של העסק שלכם מגיבות לאט? הגיע הזמן לעבור ליחידת אחסון מרכזית עם עיבוד חזק ומהיר במיוחד. פתרונות האחסון של Dell Technologies מביאים לעסק שלכם ביצועי שיא כמו בארגונים הגדולים, כדי שהכל יעבוד חלק ובלי עיכובים.ומה עוד? השלב הראשון עלינו: מומחי Wizards יעניקו לכם תהליך מיפוי ראשוני לצרכי הארגון, כהטבה ללא עלות נוספת.ט.ל.ח. לפי חבילת ההצעה מבית Wizards.",0
"Today at #MSBuild we shared an early look at Project Solara, a new platform for agent-first devices.We’re exploring how agents can take shape in devices designed for a specific scenario, customer, or place—bringing intelligence into workflows and environments where traditional computing has not naturally fit before.Project Solara is the platform that lets builders realize this vision for their customers—choosing where their agents should live, what form they should take, and what new work they can unlock.It’s still early, but the opportunity is exciting!  Read more at https://lnkd.in/gKj_JVcT.",0
"– ""היי אפרת, איפה שמעת על קבוצת המכוניות הטזמניות שלנו?""– ""בפייסבוק, אני מאוד אוהב את המכוניות האלה.""– ""תודה. ואיך קוראים לך?""– ""ניסים.""החלק הכי יפה בשיחה הזאת? 🤯 לבוט הזה קראו בכלל ""מיכל"", והייתה לו תמונת פרופיל של גבר.ברוכים הבאים לחיים שלי כמנהל קהילת וואטסאפ של פיתוח משחקים ו-AI. על הנייר? חממה למוחות מבריקים. 🧠בפועל? מלחמה יומיומית בזבובים דיגיטליים. 🪰יומנו של צייד בוטים⏰ 6:00 בבוקר.אני כבר ער (כי ילדים), מנסה לשתות קפה עם עין אחת פקוחה, ורואה פרסומת לקבוצת השקעות קריפטו מפוקפקת בוואטסאפ. מוחק. מעיף. חוסם. (ובאותה שנייה מקבל עוד 3 בקשות הצטרפות. באמת, זבובים).ניסיתי הכל:• לסנן ידנית את הבקשות.• לבחון קידומות של טלפונים.• אפילו ניהלתי שיחות נפש עם בוטים שיש להם אינטליגנציה של כפכף. 🩴אבל אז קלטתי שאני אשכרה מתחזק משרה מלאה בגירוש חרקים וירטואליים. לשים טופס הרשמה עם שאלות? מעצבן ובירוקרטי, לאף אחד אין כוח לזה.💡 אז נזכרתי שאני מפתח משחקים.החלטתי ללכת בדרך אחרת ובניתי מיני-גיימ באתר. רוצים להיכנס לקהילה? אתם צריכים פשוט לקפוץ מעל ספייק. 🕹️כן, קפיצה אחת מעל קוץ, כמו במשחקים של שנות ה-90. הצלחתם? נכנסתם.התוצאה אחרי שבוע?אפס בוטים. 🛡️ רק אנשים שיודעים לתזמן קפיצה.👇 לינק בתגובה הראשונה למי שרוצה לדבר על AI ומשחקים, ומוכן להוכיח שהוא אנושי.💬 ספרו לי בתגובות: איזו פרסומת של בוט הכי הצחיקה אתכם בוואטסאפ לאחרונה?",0
"אנשי מכירות - הפוסט הבא הוא בשבילם!ים של משרות בתחומי המכירות שטח / טלפוני נפתחו לי לחצו על הלינקים לפרטים נוספים :💎 איש/אשת מכירות טלפוניות לבית תוכנה מוביל - גבעתייםhttps://lnkd.in/dVg9dMam💎איש/אשת מכירות שטח לתחום החשמל, אלקטרוניקה ובנייהhttps://lnkd.in/dE6dsci7💎אנשי/נשות מכירות טלפוניות לחברת נדל""ן בוטיקיתhttps://lnkd.in/d4MtSj4Cלפרטים על המשרות הבאות שלחו קורות חיים למייל> dafnanoy@outlook.com💎נציג/ת מכירות למוקד בוטיקי ואיכותי בחברה מובילה בפתח תקווה💎איש/אשת מכירות שטח לענף הבניה - התמחות בשיטת ברנוביץ💎דרוש/ה נציג/ת מכירות טלפוניות B2B לחברת מוצר בפתח תקווה💎איש/אשת מכירות לחברת בוטיק מובילה לליווי, צמיחה ושיווק עסקים- עבודה מהביתשיהיה סופ""ש מהמם ומלא בבשורות טובות",1
🚀 We're hiring a Regional Senior Workplace Manager in New York City!                      Drop me a message if you want to learn more.,1
"
יוצאי 8200/מצוב/81/תלפיות או בוגרי קורסים בליבת הסייבר כמו ארמ או געש?אין לכם מושג כמה שלא אכפת לי!ניהלתי שיחה מאוד מעניינת השבוע עם חברת השמה שממש התעקשה שאתן להם הזדמנות למצוא לי עבודה בתור ״יוצא היחידה״1. Little did they know אני לא ״מהיחידה״. אני מדריכה מטמיעה בדימוס (כן, זה מה שכתוב לי בתעודת סיום). ההכשרה הצבאית שלי כללה לשלוח מיילים ולהכין מצגות ואפילו לא כאלה עם WordArt.2.אני עובד ב Orchid Security שזה המקום הכי טוב בעולם, והדרך היחידה שבה אני עובר למקום אחר הוא כש Palo Alto Networks קונים אותנו (אני בסדר גם עם CrowdStrike)לא הפריע להם #2 כל כך, הם ניסו להיות Persuasive עם טיילטים וג׳ובות (בהצלחה להתחרות באורקיד טמבלולים) אבל כשאמרתי את #1? ״הא״.תוהה למה היא הרגישה צורך להתאכזב ממני, זה לא התפקיד שלה. יש לי הורים בשביל זה. אבל מה אני כן? אני חרוץ. אני יודע ללמוד לבד, יש לי משמעת ומוסר עבודה ואני אוהב לפתור בעיות מורכבות ולעולם לא אומר לא לאתגר.לדעתי, הסקילסט הזה מביא אותך הרבה יותר רחוק מכל שירות בכל יחידה שהיא. יש שיטענו ש״צהל מסנן בשבילך את האנשים הטובים״ אבל הוא מסנן אותם בגיל 18. בגיל 18 ראיתי שובר שורות ואכלתי נזלת. אם היו מודדים אותי לפי אליק בן ה18 הכי רחוק שהייתי מגיע היה תחנה מרכזית באר שבע.החופשי חודשי שהיה לי כיסה רק 40 קילומטר רדיוס מערד.במרפקים הבאתי את עצמי לשרת באופק (שזו לא ״היחידה״ שהם מחפשים מסיבה כלשהי. מסתבר שלא כל הג׳אווה נולדו שווים?)בזיעת אפי נהייתי Tech Lead באוטוריו ואז הלכתי לפתח בלי ניסיון קודם ב Dustico (Acquired by Checkmarx) כשעד אז רק כתבתי סקריפטים ודחפתי צ׳וקואים למקומות. לימים Checkmarx קנו אותנו והייתי גם לראש צוות ול Research Lead וקיבלתי כל כך הרבה Buyme כפרסי הצטיינות על עבודה קשה שיכולתי לקנות רובורוק (S8 Ultra Max V. I'm that good)זה דרש ממני ללמוד. כל הזמן. ולהתאמץ. אני לא אגיד ש״יותר קשה מכולם״. אני חושב שכולם עובדים קשה, גם ״יוצאי יחידה״ And Yet אני שומע את ה ״הא״ המתאכזב אפילו כשאני בכלל לא מחפש עבודה.אבל אם אתם כן מחפשים, ואתם לא רוצים לשמוע ״הא״ מאוכזב כי אין לכם סיכה על מדים שלא לבשתם מעל 10 שנים, אנחנו ב Orchid Security מחפשים למגוון תפקידיםSenior Software Engineer (Agent Team)Senior Backend DeveloperSenior AI EngineerProduct Marketing (US)אם נשמע לכם טוב, או שאתם רוצים לשמוע את ההסבר לתמונה למטה, מוזמנים לשלוח לי הודעה*הא ואני גם בוגר Magshimim ומייסד Magshimim Next. כי אמנם הסקילסטס חשובים אבל הנטוורקינג חשוב לא פחות. ובתור מדריכה מטמיעה, לא היה לי שום נטוורק.בתמונה: אני קירח ביחד עם 26 בנות בסוף קורס מדריכות מטמיעות. ולא, לא הכרתי שם את אישתי. גם לא את חברה שלי. וכן, אני רווק ויש לי שיער.",1
״מי זה גייסון?״ 😂 - מעולה!,0
"פילה וכלבה נכנסו להריון באותו הזמן. לאחר 3 חודשים הכלבה המליטה 6 גורים. לאחר 6 חודשים הכלבה נכנסה שוב להריון ומקץ 9 חודשים נולדו לה שוב תריסר גורים. וזה חזר על עצמו.בחודש ה18 אמרה הכלבה לפילה ""את בטוחה שאת בכלל בהריון? נכנסנו להריון באותו הזמן ואני ילדתי מאז 3 פעמים תריסר גורים וכולם כבר כלבים בוגרים היום ואת עדיין בהריון, איך זה ייתכן?""ענתה הפילה ""את צריכה להבין, מה שאני נושאת זה לא גור אלא פיל. אני יולדת רק פעם בשנתיים וכשהתינוק שלי נולד האדמה רועדת. כשהתינוק שלי הולך אנשים עוצרים בהשתאות והערצה, מה שאני נושאת ברחמי הוא עצום וגדול.""אל תאבד תקווה כשאתה רואה שהתפילות של אחרים נענות מהר יותר.אל תחוש קנאה על הישגים של אחרים. אם התקוות שלך לא התגשמו אל תתייאש. אמור לעצמך ""גם הזמן שלי יגיע וכשזה יקרה זה יהיה עוצמתי וירעיד אדמות.""אל תשווה את המסע שלך לשל אחרים.",1
מסמרי פאנל נסתרים._הצטרפו לניוזלטר שלנו - הכל על חיפוש עבודה יעיל!https://lnkd.in/dN5UTdpa,0
"
ניצחון (כן כן פוסט בעברית)כשעזבתי את עולם האקדמיה משהו בי כאב לו על העזיבה של העולם הזה, שהכל ״לשם שמיים״, והנה אני עוזבת את זה לעולם התעשייה.והנה היום אני חוזרת לאיכילוב, שהיה הבית השני שלי במהלך הדוקטורט במעבדה פה, מציגה בחזה מתוח את העשייה שלנו באיידוק. לא מציגים רק בפוטנציה, אלא ממש מצילים חיים, והפיתוח- פורץ דרך בכל רמה.לא אשקר, העבודה היא אינטנסיבית. אבל במשמעות- אני רק מחכה שמישהו ישאל אותי במה אני עובדת. תודה Aidoc שנתתם לי את הרגע הנקי של סיפוק ענקי.",1
"
פעם שעברה שמצאנו לאלה עבודה, גם אני וגם שובל מהצוות שלי קיבלנו משלוח עם יין ופרחיםהיא היתה בת 17 וחיברנו אותה לסטארטאפ סייבר מגניב למשרה לא כל-כך סטנדרטיתאלה התגייסה למסלול שחקים האיכותי ולפני חודש חזרה אלינו לסיבוב שניהיא קיבלה שלוש הצעות מעולות אבל דחתה את שלושתן""תמי אני רוצה למצוא משהו מושלם"" מאחר והיא בעצמה מושלמת, היה לי קשה להתווכחאתמול היה היום הראשון של אלה בסטארטאפ שאני לא יכולה לכתוב פה את שמו ""בקרוב אני אטוס לבקר לקוח פוטנציאלי בניו-יורק, חברת ביטוח גדולה מטורףףףף"" מצאנו לאלה את תפקיד החלומות שלה, שלגמרי נשמע כמו פרק מסדרה אמריקאית וכשהשליח דפק אצלי בדלת עם הברכה הזאת, סגרנו מעגל סופית ❤️ המון בהצלחה Ella Hazan האלופה גאה בך!!",0
🚀 Fusion CX is Hiring! 🚀🔹 Open Role:• Customer Support Executives✅ What We’re Looking For:• Excellent communication skills• A strong willingness to learn and grow📌 Follow our page to stay updated on the latest opportunities!,1
"
היום לקחנו חלק בוועידה ה-26 לניהול משאבי אנוש, לצד מנהלות ומנהלי HR, גיוס, למידה, רווחה ופיתוח ארגוני מכל הארץ💫בין השיחות, ההרצאות והמפגשים המקצועיים, עלו בדיוק הנושאים שמעסיקים את כולנו ביום-יום: איך מגייסים נכון יותר, איך משמרים עובדים לאורך זמן, איך בונים חוויית עובד משמעותית, ואיך משלבים טכנולוגיה ו-AI בלי לאבד את הדבר הכי חשוב - האנשים.עבורנו בקבוצת דנאל HR, כנס כזה הוא הרבה יותר מעוד אירוע מקצועי.זו הזדמנות לעצור רגע, להקשיב למה שקורה בשטח, לפגוש קולגות ושותפים לדרך, ולקבל עוד נקודות מבט על עולם העבודה שמשתנה לנו מול העיניים.אנחנו חוזרים עם השראה, תובנות ובעיקר עם תזכורת חשובה:גם כשהכל נהיה מהיר, דיגיטלי וחכם יותר HR טוב מתחיל ונגמר באנשים🎯Ofir Karako Adi Bachar Miri Pfeffer Arpiné Arutunian Sophia Avshalomov Yonit Menashe-Cohen#DanelHR #הוועידהה26לניהולמשאביאנוש",0
Trust me I'm an engineer! 💥Wrapping up my Bs.c with honors after 4 extraordinary years. Time to be an adult 👨‍🎓 -> 👨‍🦳(yeah... nah),0
"I’m happy to share that I’ve started a new role as a Logic Design Student at Intel.This is an exciting step for me as I continue developing my skills in digital hardware, RTL, and logic design. Looking forward to learning, growing, and working with talented people in the field.",0
"🎮 GAME SYSTEMS ENGINEER OPPORTUNITY AT ROCKSTAR DUNDEE! 🎮 We have recently opened up a position within our Game Systems team at our Rockstar Dundee studio in Scotland! This office-based role works very closely with our Design team, programming the systems that they use to create both single player and online content.If you have experience in the games industry, a background in Computer Science and enjoy creating complex systems in C#, we would love to hear from you!For more information and to apply, please visit the link below. You can also reach out to me directly with any questions about the role.https://lnkd.in/etdjzGtK",1
"""גם אני נפגעתי מהסבב האחרון"" המשפט הזה נהיה יותר ויותר שכיח במציאות שלנו. קצת התרגלנו למצב החדש, טרפת של עבודה מתחלפת ביום הבא בסבב פיטורים משמעותי הבא.עד שאת/ה לא חווה את זה על בשרך את/ה לא מבין/ה באמת את ההרגשה.אומרים עלינו, הישראלים, ברחבי העולם, שבין הדברים הכי בולטים אצלנו הם החוזק והעמידות, גם פה זה מורגש - שנייה אחרי ""סטירת הלחי"" המצלצלת, לקום על הרגליים ולהתחיל לתכנן את השלב הבא.לחבור לעוזבים אחרים, לספר בדיחות שחורות, לשתף בטיפים, להתייעץ, לעזור אחד לשני למצוא את הפרק הבא. 🟡 כמה טיפים למי שעוד לא חווה על בשרו🟡 או ""עשה ואל תעשה""▪️  להכיל, להבין, להיות אמפתי▪️להציע תמיכה, חיבוק וזמן לעכל▪️""אבל"" זה חלק מתהליך הפרידה,הצביטה הזו שעושה כווץ' ענק בלב היא גדולה מאוד.▪️תציעו ללכת ביחד לאימון, להליכה, לקפה, כל מה שעושה לכם טוב על הלב.▪️כשנגמרים שלבי האבל והפרידה, מתחילים לאסוף את עצמכם ולתכנן את השלבים הבאים. אם את/ם חברי אמת - (ופה בעיני חברות אמת נמדדת), תציעו אוזן קשבת, הדרכה בתחום מקצועי, נטוורק וחיבורים. ""אל תעשה"" -▪️אל תשאלו שאלות חסרות טקט, תשאלו שאלות מקדמות, תנו מידע שיכול לסייע▪️אל תציפו ואל תפנו שנייה אחרי ההלם הראשוני, תאפשרו כמה שעות/ימים לעבד את האירועים. 🔵 קולגות מתחום הגיוס 🔵יש לכם פה טאלנטים מדהימים שגויסו בפינצטה ושיוצאים אל השוק, ואני חותמת לכם שלא תצטערו. מוזמנים להגיב בתגובות עם קישור לעמוד המשרות שלכם, Win Win לכל הצדדים.יש לי כווץ' בלב על כל גיוס שעבדנו ונלחמנו עליו, שיגויס למקום חדש, אבל הרווח הוא באמת כולו שלכם. 🟣 חברים מהיילו 🟣סוף תקופה, קשה להפרד, תודה על ההזדמנות, תודה על הביחד, תודה על כל הטוב. תמיד תהיה פינה חמה בלב. חיבוק! ננצל את ההזדמנות הזו לקפיצה בקריירה, לשינוי שכ""א חשב עליו.כמו בשיר (HALO (Beyoncé - אדם שמצליח לחדור את חומות ההגנה הרגשיות ולשנות את החיים לטובה. השיר מדבר על פגיעוּת ובתחושה אופטימית שיכולה לרפא ולגרום לאדם לראות את העולם אחרת. בקיצור, לפעמים כל המחסומים שבנינו סביב עצמנו נופלים ומגיעה הזדמנות חדשה.",0
"
למה מה שעבד באילת, שהממשלה עשתה בעוטף עזה ומנסה עכשיו לעשות בצפון, אפילו מה שעכשיו עושים בתל אביב - לא יעבוד בכל מקום בארץ? יש דרך מעולה להקל על המחסור בעובדי הוראה. רק צריך לתת לשטח חופש לעשות את זה. ",0
